rpm,rps,reynolds_number,schmidt_number,sherwood_number,mass_transfer_coefficient_m_s,dissolution_time_s,calculated_mass_rate_kg_s,impeller_power_w,motor_power_w,energy_j
65.0,1.0833333333333333,1506456.0224089639,535.5535553555357,7973.870622813179,0.017542515370188992,0.7336073482191589,69388.61793515307,2206.1119400011867,6618.33582000356,4855.259790536684
66.0,1.1,1529632.2689075638,535.5535553555357,8034.973973264977,0.01767694274118295,0.7280285041505408,69920.33925841199,2309.5069942743066,6928.52098282292,5044.160767100205
67.0,1.1166666666666667,1552808.5154061632,535.5535553555357,8095.616146577608,0.017810355522470737,0.7225750303289225,70448.04741845018,2416.083187657996,7248.249562973988,5237.404147797528
68.0,1.1333333333333333,1575984.7619047626,535.5535553555357,8155.8074299489535,0.017942776345887698,0.7172423003961536,70971.83193445823,2525.888719229689,7577.6661576890665,5435.022706574988
69.0,1.15,1599161.0084033618,535.5535553555357,8215.5577337204,0.018074227014184877,0.712025923527362,71491.77904622155,2638.971788066818,7916.915364200455,5637.04897368279
70.0,1.1666666666666667,1622337.2549019617,535.5535553555357,8274.87661042602,0.01820472854293724,0.7069217292345181,72007.97187988662,2755.3805932468176,8266.141779740454,5843.515241031819
71.0,1.1833333333333333,1645513.501400561,535.5535553555357,8333.773272621358,0.018334301199766985,0.7019257533514144,72520.49060310694,2875.163333847119,8625.490001541357,6054.453567357009
72.0,1.2,1668689.7478991603,535.5535553555357,8392.256609586042,0.018462964541089293,0.6970342250930255,73029.41257038907,2998.3682089451545,8995.104626835464,6269.895783196946
73.0,1.2166666666666666,1691865.9943977594,535.5535553555357,8450.33520298592,0.018590737446569024,0.6922435550932518,73534.8124593847,3125.0434176183585,9375.130252855075,6489.873495698694
74.0,1.2333333333333334,1715042.2408963593,535.5535553555357,8508.017341572926,0.018717638151460436,0.6875503243348071,74036.76239880874,3255.237158944165,9765.711476832495,6714.41809325633
75.0,1.25,1738218.4873949587,535.5535553555357,8565.31103499389,0.018843684276986558,0.6829512738936749,74535.33208860371,3388.9976320000033,10166.99289600001,6943.56074999115
76.0,1.2666666666666666,1761394.7338935582,535.5535553555357,8622.224026773523,0.01896889285890175,0.6784432954282227,75030.58891291749,3526.373035863308,10579.119107589924,7177.332430080986
77.0,1.2833333333333334,1784570.9803921578,535.5535553555357,8678.76380653104,0.019093280374368284,0.6740234223499153,75522.59804641255,3667.4115696115146,11002.234708834543,7415.763891945683
78.0,1.3,1807747.2268907572,535.5535553555357,8734.937621485093,0.019216862767267202,0.6696888216186344,76011.42255438176,3812.161432322052,11436.484296966155,7658.885692295281
79.0,1.3166666666666667,1830923.4733893564,535.5535553555357,8790.752487296988,0.019339655472053373,0.6654367861110503,76497.12348710607,3960.6708230723543,11882.012469217063,7906.728190047227
80.0,1.3333333333333333,1854099.719887956,535.5535553555357,8846.21519829812,0.019461673436255864,0.6612647275153358,76979.75996885372,4112.9879409398545,12338.963822819564,8159.321550118365
81.0,1.35,1877275.9663865557,535.5535553555357,8901.332337143873,0.01958293114171652,0.6571701697098516,77459.38928188832,4269.160985001989,12807.482955005966,8416.695747097303
82.0,1.3666666666666667,1900452.212885155,535.5535553555357,8956.110283932736,0.019703442624652016,0.6531507425873233,77936.06694582356,4429.238154336184,13287.714463008553,8678.880568802353
83.0,1.3833333333333333,1923628.459383754,535.5535553555357,9010.555224826503,0.019823221494618303,0.6492041762895099,78409.84679263613,4593.267648019877,13779.802944059631,8945.905619729996
84.0,1.4,1946804.7058823535,535.5535553555357,9064.673160204436,0.019942280952449758,0.6453282958205082,78880.78103762315,4761.297665130499,14283.892995391496,9217.800324398488
85.0,1.4166666666666667,1969980.9523809531,535.5535553555357,9118.469912381857,0.020060633807240085,0.6415210160096495,79348.92034656949,4933.376404745487,14800.129214236462,9494.59393059107
86.0,1.4333333333333333,1993157.1988795528,535.5535553555357,9171.951132921267,0.020178292492426784,0.6377803367974882,79814.313899369,5109.552065942267,15328.656197826802,9776.315512502882
87.0,1.45,2016333.4453781517,535.5535553555357,9225.122309561983,0.02029526908103636,0.6341043388206717,80277.00945032635,5289.872847798277,15869.61854339483,10062.99397379565
88.0,1.4666666666666666,2039509.6918767514,535.5535553555357,9277.988772792341,0.02041157530014315,0.630491179273553,80737.05338534822,5474.386949390947,16423.16084817284,10354.65805056374
89.0,1.4833333333333334,2062685.938375351,535.5535553555357,9330.555702086733,0.02052722254459081,0.6269390880262763,81194.490776218,5663.142569797714,16989.42770939314,10651.336314215285
90.0,1.5,2085862.1848739504,535.5535553555357,9382.82813182815,0.020642221890021926,0.6234463639807581,81649.36543213378,5856.187908096005,17568.563724288015,10953.05717427161
91.0,1.5166666666666666,2109038.43137255,535.5535553555357,9434.810956935398,0.020756584105257873,0.6200113716475266,82101.71994867649,6053.571163363256,18160.71349008977,11259.848881088297
92.0,1.5333333333333334,2132214.6778711495,535.5535553555357,9486.50893821277,0.02087031966406809,0.6166325379277715,82551.59575436251,6255.340534676904,18766.021604030713,11571.739528500848
93.0,1.55,2155390.9243697487,535.5535553555357,9537.926707438743,0.02098343875636523,0.6133083490862208,82999.03315492574,6461.5442211143745,19384.632663343124,11888.757056397802
94.0,1.5666666666666667,2178567.1708683483,535.5535553555357,9589.068772209104,0.02109595129886003,0.610037347901614,83444.0713754623,6672.230421753104,20016.69126525931,12210.92925322419
95.0,1.5833333333333333,2201743.4173669475,535.5535553555357,9639.939520548782,0.021207866945207317,0.6068181309825913,83886.74860056277,6887.447335670525,20662.342007011575,12538.283758417849
96.0,1.6,2224919.6638655476,535.5535553555357,9690.543225305835,0.021319195095672837,0.6036493462377608,84327.10201254874,7107.243161944072,21321.729485832217,12870.848064781005
97.0,1.6166666666666667,2248095.910364147,535.5535553555357,9740.884048339929,0.021429944906347843,0.6005296904895968,84765.1678279208,7331.666099651174,21994.99829895352,13208.649520789766
98.0,1.6333333333333333,2271272.156862746,535.5535553555357,9790.966044517048,0.021540125297937505,0.5974579072225934,85200.98133212057,7560.764347869266,22682.2930436078,13551.715332843503
99.0,1.65,2294448.403361345,535.5535553555357,9840.793165521178,0.02164974496414659,0.5944327844568434,85634.57691270004,7794.586105675782,23383.758317027346,13900.072567456436
100.0,1.6666666666666667,2317624.649859945,535.5535553555357,9890.36926349319,0.02175881237968502,0.5914531527388665,86065.98809098703,8033.179572148158,24099.538716444473,14253.748153393459
